"pais","estratopri","cve_ent","prov","municipio","cve_mun","year","q2","vic1ext","b21a","b32","ing4","it1","pn4"
"México","Centro Occidente",14,"Jalisco","Atotonilco el Alto","14013",2014,"49","1","Mucho","Mucho","Muy de acuerdo","Nada confiable",NA
"México","Centro Occidente",16,"Michoacán de Ocampo","Pátzcuaro","16066",2014,"27","0","Poco","Algo","Ni en acuerdo ni en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",15,"México","Nezahualcóyotl","15058",2014,"33","1","Algo","Moderado","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Zamora","16108",2014,"27","0","Moderado","Bastante","De acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Zapopan","14120",2014,"38","0","Algo","Moderado","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Morelia","16053",2014,"31","0","Poco","Nada","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Morelia","16053",2014,"27","0","Nada","Nada","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",1,"Aguascalientes","Tepezalá","01009",2014,"29","0","Algo","Moderado","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro Occidente",14,"Jalisco","San Pedro Tlaquepaque","14098",2014,"35","0","Muy poco","Poco","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",29,"Tlaxcala","Ixtenco","29016",2014,"29","0","Muy poco","Moderado","Ligeramente en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Morelia","16053",2014,"25","1","Nada","Nada","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",10,"Durango","Cuencamé","10004",2014,"48","0","Algo","Mucho","Muy de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Sur",7,"Chiapas","Bochil","07013",2014,"25","0","Nada","Muy poco","Ni en acuerdo ni en desacuerdo","Muy confiable","Muy insatisfecho(a)"
"México","Norte",24,"San Luis Potosí","Matehuala","24020",2014,"43","1","Algo","Poco","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",27,"Tabasco","Centro","27004",2014,"20","0","Algo","Algo","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztacalco","09006",2014,"61","1","Algo","Moderado","Ligeramente en desacuerdo","Nada confiable","Insatisfecho(a)"
"México","Norte",10,"Durango","Cuencamé","10004",2014,"32","0","Muy poco","Bastante","De acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Valle de Chalco Solidaridad","15122",2014,"22","1","Nada","Muy poco","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",22,"Querétaro","El Marqués","22011",2014,"52","0","Algo","Algo",NA,"Algo confiable",NA
"México","Norte",24,"San Luis Potosí","Villa Juárez","24052",2014,"40","0","Algo","Algo","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",24,"San Luis Potosí","Villa Juárez","24052",2014,"46","0","Algo","Muy poco","De acuerdo","Muy confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Coatzacoalcos","30039",2014,"65","1","Mucho","Mucho","Muy de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Gustavo A. Madero","09005",2014,"31","1","Nada","Nada","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Morelia","16053",2014,"20","1","Algo","Algo","Ligeramente en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",13,"Hidalgo","Nopala de Villagrán","13044",2014,"24","1","Nada","Nada","Ni en acuerdo ni en desacuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Norte",26,"Sonora","Navojoa","26042",2014,"41","0","Poco","Algo","Muy en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",19,"Nuevo León","San Nicolás de los Garza","19046",2014,NA,"0","Nada","Algo","Muy de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",15,"México","Cuautitlán Izcalli","15121",2014,"62","1","Moderado","Moderado","Muy en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Norte",28,"Tamaulipas","Reynosa","28032",2014,"23","1","Poco","Algo","Ligeramente en de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",26,"Sonora","Guaymas","26029",2014,"35","0","Nada","Poco","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",28,"Tamaulipas","Matamoros","28022",2014,"31","0",NA,NA,NA,"Muy confiable","Satisfecho(a)"
"México","Norte",8,"Chihuahua","Ahumada","08001",2014,"26","0","Muy poco","Muy poco","Ni en acuerdo ni en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Ahuacatlán","18002",2014,"48","0","Mucho","Algo","Muy de acuerdo","Muy confiable","Satisfecho(a)"
"México","Norte",25,"Sinaloa","Angostura","25002",2014,"29","0","Moderado","Moderado","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Pátzcuaro","16066",2014,"44","0","Nada","Poco","Ni en acuerdo ni en desacuerdo","Muy confiable","Insatisfecho(a)"
"México","Sur",7,"Chiapas","Tuxtla Gutiérrez","07101",2014,"23","1","Muy poco","Muy poco","Ligeramente en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Zapopan","14120",2014,"38","0","Moderado","Moderado","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",12,"Guerrero","Metlatónoc","12043",2014,"68","0","Mucho","Mucho","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",25,"Sinaloa","Rosario","25014",2014,"51","0","Algo","Nada","Muy de acuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Norte",19,"Nuevo León","Monterrey","19039",2014,"48","0","Moderado","Nada","Ligeramente en de acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","León","11020",2014,"21","1","Algo","Poco","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",32,"Zacatecas","Tabasco","32044",2014,"40","0","Bastante","Bastante",NA,"Algo confiable",NA
"México","Norte",24,"San Luis Potosí","Tampamolón Corona","24039",2014,"31","0","Algo","Mucho","De acuerdo","Muy confiable","Satisfecho(a)"
"México","Norte",19,"Nuevo León","Monterrey","19039",2014,"22","1","Mucho","Mucho",NA,"Algo confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Cuauhtémoc","09015",2014,"76","0","Mucho","Mucho","Ligeramente en de acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",21,"Puebla","Caltepec","21027",2014,"27","0","Muy poco","Algo","De acuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",21,"Puebla","Puebla","21114",2014,"45","0","Nada","Nada","Muy de acuerdo","Nada confiable","Insatisfecho(a)"
"México","Norte",19,"Nuevo León","Monterrey","19039",2014,"49","0","Mucho","Moderado","Muy de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",21,"Puebla","Ocoyucan","21106",2014,"40","0","Moderado","Algo","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",2,"Baja California","Tijuana","02004",2014,"25","0","Poco","Algo","Ligeramente en desacuerdo","Nada confiable","Insatisfecho(a)"
"México","Sur",7,"Chiapas","Villa Corzo","07107",2014,"23","0","Nada","Poco","De acuerdo",NA,"Satisfecho(a)"
"México","Centro",15,"México","Naucalpan de Juárez","15057",2014,"48","1","Muy poco","Muy poco","Ligeramente en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",24,"San Luis Potosí","Matehuala","24020",2014,"51","0","Mucho","Algo",NA,"Poco confiable","Satisfecho(a)"
"México","Sur",20,"Oaxaca","Oaxaca de Juárez","20067",2014,"42","1","Nada","Nada","Muy en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Cosoleacaque","30048",2014,"54","0","Poco","Poco","De acuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro",15,"México","Ixtapaluca","15039",2014,"19","0","Mucho","Nada","Ni en acuerdo ni en desacuerdo","Nada confiable","Muy insatisfecho(a)"
"México","Norte",5,"Coahuila de Zaragoza","Monclova","05018",2014,"38","1","Moderado","Bastante","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Cosoleacaque","30048",2014,"46","0","Bastante","Bastante","De acuerdo","Muy confiable","Satisfecho(a)"
"México","Norte",32,"Zacatecas","Fresnillo","32010",2014,"24","0","Nada","Algo","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztapalapa","09007",2014,"29","1","Nada","Nada","Muy de acuerdo","Muy confiable","Muy insatisfecho(a)"
"México","Sur",27,"Tabasco","Centro","27004",2014,"32","1","Nada","Nada","Ligeramente en de acuerdo","Nada confiable","Muy insatisfecho(a)"
"México","Centro",15,"México","Tlalnepantla de Baz","15104",2014,"21","0","Algo","Algo","Ligeramente en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Benito Juárez","09014",2014,"47","0","Algo","Moderado","Ligeramente en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",12,"Guerrero","Metlatónoc","12043",2014,"25","0","Muy poco","Poco","Muy de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztacalco","09006",2014,"57","0","Algo","Moderado","Ni en acuerdo ni en desacuerdo","Nada confiable","Insatisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Pátzcuaro","16066",2014,"50","0","Poco","Muy poco","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Pátzcuaro","16066",2014,"25","0","Muy poco","Algo",NA,"Muy confiable","Insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Atotonilco el Alto","14013",2014,"67","0","Algo","Poco","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztapalapa","09007",2014,"56","0","Muy poco","Algo","De acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Norte",24,"San Luis Potosí","Tampamolón Corona","24039",2014,"65","0","Mucho","Mucho",NA,"Muy confiable",NA
"México","Sur",27,"Tabasco","Centro","27004",2014,"57","0","Mucho","Moderado","De acuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Tepic","18017",2014,"33","0","Bastante","Moderado","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",21,"Puebla","Honey","21057",2014,"58","0","Bastante","Moderado","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",5,"Coahuila de Zaragoza","Parras","05024",2014,"43","0","Bastante","Nada","Ligeramente en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Norte",8,"Chihuahua","Ojinaga","08052",2014,"68","0","Algo","Bastante",NA,"Muy confiable",NA
"México","Sur",30,"Veracruz de Ignacio de la Llave","Papantla","30124",2014,"36","0","Mucho","Mucho","Ligeramente en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",15,"México","Nicolás Romero","15060",2014,"45","1","Muy poco","Poco","Ni en acuerdo ni en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",12,"Guerrero","Eduardo Neri","12075",2014,"56","1","Nada","Nada","De acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",1,"Aguascalientes","Tepezalá","01009",2014,"31","1","Bastante","Bastante","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Gustavo A. Madero","09005",2014,"28","1","Nada","Nada","Muy de acuerdo","Nada confiable","Satisfecho(a)"
"México","Norte",26,"Sonora","San Luis Río Colorado","26055",2014,"24","0","Moderado","Algo","De acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",21,"Puebla","Huaquechula","21069",2014,"30","0","Moderado","Moderado","Ni en acuerdo ni en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Norte",8,"Chihuahua","Ahumada","08001",2014,"62","0","Nada","Muy poco","Muy de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Playa Vicente","30130",2014,"43","0","Moderado","Bastante","Ni en acuerdo ni en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",13,"Hidalgo","Pachuca de Soto","13048",2014,"54","1","Nada","Poco","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",23,"Quintana Roo","Othón P. Blanco","23004",2014,"45","1","Moderado","Bastante","Muy de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Norte",3,"Baja California Sur","Los Cabos","03008",2014,"52","0","Muy poco","Algo","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Tláhuac","09011",2014,"29","1","Nada","Nada","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Zapotlán el Grande","14023",2014,"43","0","Moderado","Moderado","Muy de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Sur",23,"Quintana Roo","Othón P. Blanco","23004",2014,"21","0","Moderado","Moderado","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",12,"Guerrero","Metlatónoc","12043",2014,"55","0","Mucho","Bastante","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",5,"Coahuila de Zaragoza","Parras","05024",2014,"50","0","Algo","Bastante","Ligeramente en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",29,"Tlaxcala","Ixtenco","29016",2014,"26","1","Muy poco","Muy poco","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Hueyapan de Ocampo","30073",2014,"19","0","Bastante","Bastante","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Zapotlán el Grande","14023",2014,"25","0","Nada","Poco","Muy en desacuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Álvaro Obregón","09010",2014,"25","0","Poco","Muy poco","Ligeramente en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Gustavo A. Madero","09005",2014,"71","1","Poco","Algo","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztapalapa","09007",2014,"20","0","Poco","Muy poco","En desacuerdo","Nada confiable","Muy satisfecho(a)"
"México","Centro",15,"México","Naucalpan de Juárez","15057",2014,"54","1","Nada","Poco","Muy en desacuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztapalapa","09007",2014,"20","0","Moderado","Bastante","Ligeramente en de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",15,"México","Nicolás Romero","15060",2014,"31","0","Moderado","Moderado","Muy en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Ahuacatlán","18002",2014,"49","1","Nada","Moderado","Muy de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Sur",20,"Oaxaca","Mesones Hidalgo","20037",2014,"25","1","Nada","Nada","Ligeramente en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztapalapa","09007",2014,"28","0","Nada","Moderado","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Boca del Río","30028",2014,"47","0",NA,"Nada","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",12,"Guerrero","Leonardo Bravo","12040",2014,"29","0","Moderado","Moderado","De acuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",5,"Coahuila de Zaragoza","Monclova","05018",2014,"20","0","Nada","Muy poco","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",21,"Puebla","Ocoyucan","21106",2014,"50","0","Nada","Nada",NA,"Algo confiable",NA
"México","Centro",9,"Ciudad de México","Iztapalapa","09007",2014,"20","1","Nada","Poco","Ni en acuerdo ni en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",28,"Tamaulipas","Matamoros","28022",2014,"47","1","Algo","Moderado","Ligeramente en de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Orizaba","30118",2014,"35","0","Nada","Algo","En desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Tlalnepantla de Baz","15104",2014,"31","0","Muy poco","Algo","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Zapopan","14120",2014,"49","1","Poco","Poco","Ni en acuerdo ni en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",22,"Querétaro","El Marqués","22011",2014,"53","0","Poco","Mucho","Ni en acuerdo ni en desacuerdo","Nada confiable",NA
"México","Centro Occidente",16,"Michoacán de Ocampo","Pátzcuaro","16066",2014,"46","1","Bastante","Algo","Ligeramente en de acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",15,"México","Ixtapaluca","15039",2014,"56","0","Nada","Nada","Muy en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Zapopan","14120",2014,"24","0","Poco","Bastante","De acuerdo","Poco confiable","Satisfecho(a)"
"México","Sur",20,"Oaxaca","San Lucas Ojitlán","20232",2014,"50","0","Moderado","Bastante","Ligeramente en de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Morelia","16053",2014,"34","1","Bastante","Poco","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",15,"México","Nicolás Romero","15060",2014,"38","0","Moderado","Moderado","De acuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",24,"San Luis Potosí","Matehuala","24020",2014,"28","0","Nada","Nada","Ni en acuerdo ni en desacuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Centro",13,"Hidalgo","Tepeji del Río de Ocampo","13063",2014,"78","0","Poco","Algo",NA,"Muy confiable","Insatisfecho(a)"
"México","Sur",12,"Guerrero","Leonardo Bravo","12040",2014,"40","0",NA,"Bastante","Muy de acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro Occidente",1,"Aguascalientes","Tepezalá","01009",2014,"64","0","Algo","Muy poco","Ni en acuerdo ni en desacuerdo","Muy confiable","Satisfecho(a)"
